"taxon","lfc_diet2","lfc_diet2:visit2","se_diet2","se_diet2:visit2","W_diet2","W_diet2:visit2","p_diet2","p_diet2:visit2","q_diet2","q_diet2:visit2","diff_diet2","diff_diet2:visit2","passed_ss_diet2","passed_ss_diet2:visit2"
"Bifidobacterium_longum",0.0887465885045664,-0.68124388702404,0.463427490785554,0.414459021059806,0.191500483396297,-1.64369419510292,0.848582544400341,0.10568808396013,0.999738393308721,0.972454017407108,FALSE,FALSE,FALSE,TRUE
"Bifidobacterium_pseudocatenulatum",1.95159575116196,-0.106511344527619,0.792922878059095,0.762359327681166,2.46126805666024,-0.13971278458885,0.0209191253541337,0.890660993665069,0.999738393308721,0.992497590260549,FALSE,FALSE,FALSE,TRUE
"Bilophila_wadsworthia",0.147700998933319,-0.0221583644196703,0.45865360476535,0.375199718470029,0.322031697557209,-0.059057518779669,0.74841309160386,0.95316344543295,0.999738393308721,0.992497590260549,FALSE,FALSE,TRUE,TRUE
"Bittarella_massiliensis",-0.218981849529075,0.474920988383663,0.442229185624691,0.439562826138227,-0.495177289621313,1.0804393823656,0.62189943515325,0.285911053821564,0.999738393308721,0.972454017407108,FALSE,FALSE,TRUE,TRUE
"Blautia_caecimuris",-1.67935085048966,0.0672677016776843,0.851960535339104,0.642802838571592,-1.97116037754171,0.104647486976199,0.0581573415905835,0.917831631732296,0.999738393308721,0.992497590260549,FALSE,FALSE,TRUE,TRUE
"Blautia_faecis",-0.0585377529897392,-0.103421813000186,0.380267433106991,0.339155044856474,-0.15393838097429,-0.304939627372939,0.877971845140287,0.761340839413878,0.999738393308721,0.992497590260549,FALSE,FALSE,TRUE,TRUE
"Blautia_glucerasea",-0.245840793262673,0.82602682733687,0.571204763894016,0.428297302837133,-0.430389956110883,1.92862953342244,0.668322232397144,0.0597926648420329,0.999738393308721,0.972454017407108,FALSE,FALSE,TRUE,TRUE
"Blautia_hydrogenotrophica",-1.2362991279863,0.725550209549255,0.851191480322922,0.619316370940485,-1.4524336257657,1.17153403913325,0.156346227259998,0.255644981959625,0.999738393308721,0.972454017407108,FALSE,FALSE,TRUE,TRUE
"Blautia_luti",0.136097706943893,-0.00820079102082034,0.568762776814588,0.424629043819767,0.239287296025457,-0.0193128358509107,0.811771585704986,0.984685905597105,0.999738393308721,0.99320081338274,FALSE,FALSE,TRUE,TRUE
"Blautia_massiliensis",0.19435891007965,-0.688538070616327,0.50857068234125,0.396616747134684,0.382166956980103,-1.73602873703795,0.703470096591392,0.0883275597690722,0.999738393308721,0.972454017407108,FALSE,FALSE,TRUE,TRUE
"Blautia_obeum",0.348995118729929,0.409253952398647,0.482339153176291,0.386431567377613,0.723547148166871,1.05905931851249,0.471437887509243,0.29371540471123,0.999738393308721,0.972454017407108,FALSE,FALSE,TRUE,TRUE
"Blautia_producta",0.416426793571466,0.655568381617333,0.784791452931105,0.497827033274223,0.530620959257597,1.31685974806479,0.600838965618362,0.206711447717897,0.999738393308721,0.972454017407108,FALSE,FALSE,TRUE,TRUE
"Blautia_SGB4815",-0.207321403207751,0.463436336558943,0.508790143070972,0.42744976918715,-0.407479205387891,1.08418899708433,0.684930967648056,0.2839035978081,0.999738393308721,0.972454017407108,FALSE,FALSE,TRUE,TRUE
