clade_name	AE1332	AE2332	AH1343	AH2343	AK1351	AK1371	AK2351	AK2371	AM1310	AM1314	AM2310	AM2314	AN1355	AN2355	AP1348	AP2348	AS1315	AS2315	AT1302	AT2302	EH1307	EH2307	EK1349	EK2349	EP1341	EP2341	ET1331	ET2331	HK1340	HL1333	HL2333	HN1327	HN2327	HP1337	HP2337	HT1321	HT2321	IM1354	IM2354	JA1369	JA2369	JE1361	JE2361	JH1373	JH2373	JK1312	JK2312	JL1316	JL2316	JM1360	JM2360	JP1303	JP2303	JS1364	JS2364	JV1357	JV2357	KH1326	KH2326	KK1350	KK1376	KK2350	KK2376	KL1367	KL2367	KM1329	KM2329	LK1306	LK2306	LT1311	LT2311	MK1305	MK1353	MK2305	MK2353	ML1319	ML1375	ML2319	ML2375	MM1317	MM1328	MM2317	MM2328	MO1363	MO2363	MR1322	MR1334	MR2322	MR2334	MS1330	MS1370	MS2330	MS2370	MV1301	MV2301	NK1335	NK2335	PH1308	PH1339	PH1359	PH2308	PH2339	PH2359	PK1313	PK1324	PK2313	PK2324	PP1368	PT1325	PT2325	RA1309	RA2309	RK1372	RK2372	RS1345	RS1366	RS2345	RS2366	SH1365	SH2365	SK1377	SK2377	SN1320	SN2320	SO1346	SO2346	SS1323	SS2323	SV1318	SV2318	TJ1356	TJ2356	TK1342	TK2342	TL1338	TL2338	TS1358	TS2358	VK1336	VK2336
k__Bacteria|p__Firmicutes|c__CFGB2844|o__OFGB2844|f__FGB2844|g__GGB9110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383	0	0	0	0	0	7.00E-05	0	0	0	0	0	0	0	0	0	0	0.01708	0.00408	0	0	0	0	0.0052	0.00819	0	0	0	0	0.00068	0	0	0	0	0	0	0	0	0.00189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057	0	0.00333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00753	0	0	0	0	0	0	0.00964	0.00424	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB30287|o__OFGB30287|f__FGB30287|g__GGB42378	0	0	0	0	0	0.0125	0	0.03147	0.00419	0	0.01641	0	0	0	0	0	0	0	0	0	0.00091	0	0	0	0	0	0	0	0.01884	0	0	0	0	0	0	0	0	0	0	0	0	0.05052	0.00808	0	0	0	0	0	0	0.03214	0.04596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0047	0.06548	0	0	0	0	0	0	0	0	0.0045	0	0.00871	0	0.02267	0	0.03014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00534	0	0.00753	0.00382	0	0	0	0	0	0	0.04546	0.01118	0	0	0	0.00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00286	0.02721	0.03911	0.00163	0.002	0	0	0.00302	0.01512
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB2999	0	0	0	0	0	0	0	0	0.0119	0	0.02165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04829	0.00796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2905|o__OFGB2905|f__FGB2905|g__GGB9224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186	0	0	0	0	0	0	0	0	0	0	0	0	0.00877	0.00745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__GGB9582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069	0	0	0	0	0	0	0	0	0	0	0	0	0.01188	0.00707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02321	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77521	1.18399	0	0	0	0	0.03378	0.00386
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus	0	0	0	0	0	0	0	0	0	0.03438	0	0.05422	0	0	0	0	0	0	0	0	0.05205	0.16731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01889	0.01458	0.00724	0.00665	0	0	0	0	0	0	0.04639	0.04566	0	0	0	0	0	0	0	0	0.00291	0	0.05152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11146	0	0	0.08515	0	0	0	0	0	0	0	0	0	0	0	0	1.31648	0	0	0	0	0	0.00469	0.00435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Aristotella	0	0	0	0	0	0	0	0	0	0	4.00E-05	0	0	0	0	0	0.00211	0	0	0	0	0	0	0	0.0069	0.00743	0	0	0	0.0008	0.001	0	0	0	0	0	0	0	0	0	0	0.00515	0.00583	0.0014	0.00076	0	0	0.0018	0	0.00304	0.00103	0.00206	0.00383	0	0	0.00035	0.00016	0.00239	0.00222	0	0	0	0	0	0	0	0	0.00062	0.00141	0	0	0	0	0	0	0	0	0	0	0.00195	0	0.00117	0	0.00012	0	0	0	0	0	0	0.00194	0.00125	0.00363	0	0	0	0	0.00219	0	0	0.00017	0	0	0	0.00038	0	0	0	0.00082	0.00149	0	0	0	0	0	0	0	0	0	0	0.0022	0.00236	0	0	0.0009	0	0	0	0	0	0	0	0	0	0.00095	0.00134	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9382|o__OFGB9382|f__FGB9382|g__GGB33516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00282	0.00559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01212
k__Bacteria|p__Firmicutes|c__CFGB1311|o__OFGB1311|f__FGB1311|g__GGB3146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00832	0.00546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00703	0	0.00254	0	0	0	0	0	0	0	0	0	0.00108	0.00285	0	0	0	0	0.02467	0	0.01077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00452	0.0267	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Pseudoscilispira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00314	0	0	0.00029	0	0	0	0.00295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0093	0.00501	0.02697	0.01028	0	0	0	0	0.01115	0.00552	0	0	0	0	0	0	0	0	0	0.02052	0	0.03501	0	0	0	0	0	0	0	0	0.0081	0	0.00174	0	0	0	0	0	0	0	0	0	0.00306	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05855	0.00622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01168	0.04078	0.0085	0.01053	0	0	0.02104	0.01821
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB9333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05686	0.00484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02954	0	0	0.15133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Heteroscilispira	0.0036	0	0	0	0	0.00266	0	0.00344	0	0	0.00103	0	0	0	0	0	0	0	0.0005	0	0.00016	3.00E-05	0	0	0	0	0	0	0.00149	0.00055	0	0	0	0	0	0	0	0	0	0	0	0.00696	0.00451	0	0	0	0	0	0	0.00113	0	0.00023	0	0	0	0.00013	0.00245	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0.0097	0	0.00106	0	0	0	0	0.00057	0	0.00119	0	0.00256	0	0	0.00183	0	0.00284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137	0	0	0	0	0	0	0	0	0	0	0	0.00866	0	0	0	0	0	0	0	0	0	0	0	0.00045	0.00237	0	0	0	0.00089	0	0
k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814|f__FGB1814|g__GGB4802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0.00261	0	0	0	0	0.01298	0	0	0	0	0	0	0	0	0	0.00533	0	0	0.03816	0.00414	0	0	0	0	0.03078	0.01976	0.0244	0.00491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00959	0	0.0101	0.00678	0	0.01049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Promicromonosporaceae|g__Isoptericola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00368	0	0	0	0	0	0	0	0	0.0152	0.01328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0.01893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00605	0	0.00075	0	0	0	0	0	0.02744	0.01537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00267	0.00056	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Hydrogeniiclostidium	0.02506	0.00102	0.00044	0.00065	0.00588	0	0.02168	0	0	0.04849	0	0.03147	0.01311	0.05168	0	0.00274	0.01192	0.01565	0	0	0	0	0.00068	0.00024	0.01449	0.01472	0.04982	0.10048	0.00497	0.00329	0.00117	0.001	0.00364	0.03841	0.02163	0	0	0	0	0.00216	0.00046	0.02261	0.00356	0.04105	0.01062	0.0179	0.01437	0.08619	0.01141	0	0	0	0.01953	0.01484	0.01314	0	0	0.00443	0.00056	0.02476	0.00254	0.00657	0.04666	0	0	0	0	0	0	0.00591	0.00027	0.00311	0	0.00076	0	0	0	0	0	0.00095	0.00734	0	0.00498	0	0	0.00213	0	0.0035	0	0.00037	0.00049	0.0068	0	0.00318	0	0	0	0.00845	0.00068	0	0.00694	0	0	0.02921	0.01495	0.02793	0.017	0.00539	0	0	0.00787	0.00317	0	0	0	0	0	0.00427	0.00444	0.01511	0	0.00224	0	0	0.02476	0.02466	0.0274	0.06954	0	0	0.00471	0	0	0	0.00521	0.00072	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45537	0	0	0	0	0	0	0	0	0.00637	0	0.00685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01696	0.00332	0.00151	0.11322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00773	0	0	0	0	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0.05935	0	0.10721	0	0	0	0	0	0.00187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00836	0.00072
k__Bacteria|p__Firmicutes|c__CFGB13532|o__OFGB13532|f__FGB13532|g__GGB13532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00032	0.00301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9646	0	0	0.00013	0.00031	0	0.00037	0	0.00018	0.00544	0	0.00171	0	0	0	0	0	0.00138	0	0.00097	0	0.00522	0	0.00222	0	0.0072	0.00776	0.00746	0.00616	0.02158	0	0	0	0	0	0	0.0036	0.00254	0	0	0	0	0.01612	0.00283	0.00394	0.00342	0.00456	0.00015	0.00404	0.00181	0.00348	0.00398	0.0222	0.00444	0.01467	0.00317	0	0	0	0	0.02388	0	0.04631	0	0	0	0	0	0.00675	0.01792	0	0	0	0.00662	0	0.00112	0.00856	0	0.0349	0	0.00465	0.00019	0.02711	0	0.00629	0	0	0.00577	0	0.00176	0.00091	0	0.00295	0	0.00068	0	0	0	0	0.00357	0.00305	0	0	0.00359	0	0.00423	0	0	0	0	0	0.0031	0	0.00399	0.01693	0.00277	0.00225	0	0	0	0	0.00988	0.00242	0.009	0.00447	0	0	0	0	0.01794	0.00059	0	0.03229	0.01281	0.03941	0.00329	0	0.00178	0.00117	0.00429	0.00134
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Avispirillum	0	0	0	0	0	0.00951	0	0.01538	0.00242	0	0.00845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01148	0.00112	0	0	0	0	0	0.00179	3.00E-05	0	0	0	0	0.01097	0.00281	0	0	0	0	0	0	0	0	0.00137	0.01804	0	0	0	6.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137	0.00699	0.00102	0.00205	0.02701	0.03667	0.1529	0	0	0	0	0	0	0	0.01433	0	0	0	0	0	0	0	0	0	0.00167	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01039	0.16574	0	0	0	0	0	0	0	0	0.03202	0.03999
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Gallimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105	0.01521	0	0	0	0	0.00247	0.00279	0.0116	0.00026	0	0	0	0	0.75867	0.01029	0	0	0	0	0	0	0.00197	0	0	0	0	0	0	0	0	0	0.00166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00044	0.0053	0.00317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__GGB9747	0	0	0	0	0	0.28384	0	0.15883	0	0	0	0	0	0	0	0	0	0	0	0	0.3732	0.31603	0	0	0.17697	0.42475	0	0	0	0.31496	0.34047	0	0	0	0	0.16834	0.22312	0	0	0	0	0	0.00256	0	0	0	0	0	0	0.20505	0.56927	0	0	0	0	0.11542	0.49006	0	0	0	0	0	0	0	0	0	0	0.65666	0.72212	0	0	0	0.49984	0	0.13403	0.03091	0	0.05207	0	0	0	0	0	0	0	0	0.56071	0	0.11005	0	0	0	0	0	0	0	0	0	0.01064	0.01784	0	0.00644	0.34713	0	0.02409	0	0.02459	0	0.59451	0.55709	0	0	0.04886	0.14232	0	0	0	0	0	0	0.35544	0.30082	0.16765	0.04271	0	0	0	0	0	0	0	0	0.0364	0.01462	0	0	0.04377	0.05139	0	0
k__Bacteria|p__Firmicutes|c__CFGB2915|o__OFGB2915|f__FGB2915|g__GGB36267	0	0	0	0	0	0	0	0.00842	0	0	0	0	0	0	0	0	0.13348	0	0	0	0	0	0	0	0.00056	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.00196	0.0024	0	0	0	0	0	0	0.01751	0.00603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00874	0	0.07884	0	0	0	0	0.00505	0	0	0	0.00453	0	0	0.02005	0.02623	0.01344	0	0	0.00299	0	0	0	0	0	0	0	0	0	0	0.00264	0	0.02623	0	0.14135	0	0	0.00071	0	0	0.01868	0.02368	0	0	0	0.00449	0	0	0	0	0.00374	0.00541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0	0	0	0	0	0.36897	0	0.19354	0	0	0.00349	0	0	0.00218	0	0	0.00768	0	0	0	0	0	0.01353	0.04706	0.57484	0.37513	0.00752	0	0.34971	0.01009	0.17736	0	0	0	0	0	0	0.61172	0.06821	0	0	0	0.00213	0	0	0.00028	0.0882	0.03163	0.00113	0.05774	0.12253	0	0	0.0583	0	0.01737	0.06882	0.012	0	0	0	0	0	0	0	0.76822	0.16883	0	0	0	0.00357	0	0.0013	0	0.00068	0.0006	0	0.28284	0	0.07896	0	0.09575	0	0.12856	0.06112	0	0	0	0	0	0.0175	0.00339	0.14484	0.03426	0	0.04932	0	0	0	0.32605	0.02461	0.00227	1.02746	0	0.00125	0	0	0	1.16617	1.63504	0	0.01342	0.01262	0.00145	0.00114	0.02843	0	0	0	0	0	0	0.31437	0.22595	0.47795	0.10234	0	0	0	0.30015	0	0	0	0	0	0.00215	0	0	0.00877	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Protoclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00246	0	0	0	0	0	0	0	0	0	0	0	0	0.00078	0.00191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00445	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1307|o__OFGB1307|f__FGB1307|g__GGB3128	0	0	0	0	0	0.02581	0	0.02574	0.11499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17636	0	0	0	0	0	0	0	0	0	0	0	0	0.01376	0.00173	0	0	0	0	0	0	0.01995	0	0	0	0	0	0.05074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02818	0	0.03407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00383	0.01938	0	0	0.02417	0	0	0	0	0	0	0.0137	0	0	0	0	0	0	0	0	0	0	0	0	0.00071	0	0	0	0	0	0	0.02541	0	0	0	0	0	0	0.15098	0.06367	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB3444	0	0	0	0	0	0	0	0	0	0	4.00E-05	0	0	0	0	0.00759	7.00E-05	0	0	0	0	0	0.0047	0.00477	0	0	0	0	0	0	4.00E-05	0.00161	0.00288	0	0	0.00207	0.00257	0	0	0.00057	0.00025	0.00337	0.00146	0.00843	0.00715	0.00132	0.00172	0.00064	5.00E-05	0	0	0	0.00302	0	0	0	0	0	0	0	0	0	0.0075	0	0.00226	2.00E-05	0.00041	0	0	0.00149	0.00193	0	0	0	0	0	0	0	0	0	0.00554	0	0.01444	0	0	0	0	0	0	0	0.00078	0	0	0	0	0	0	0	0.00228	0	0	0.0009	0	0.01419	0	0.01389	0	0.00381	0	0	0.00124	0.00263	0	0	0	0.00305	0	0.00248	0	0	0	0	0.00089	0	0	0	0	0	0	0	0	0	0.00917	0.01266	0	0	0	0	0.00127	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Allochristensenella	0.00103	0	3.00E-05	0.00026	0.00055	0.00258	0.0037	0.00392	0.00445	0	0.00253	0	0.00254	0.00323	0	0	0.00228	0.00044	0.00043	0	0	0	0	0	0.00516	0.01068	0.00562	0.00323	0.00164	0.00048	0.00053	0.00282	0.00323	0	0	0	0	0	0	0.00023	0	0.00061	0.00121	0.00481	0.00593	0.00328	0.00161	0.00426	0.00135	0.00109	0.00047	0.00038	0.00076	0	0	0.00316	0.00094	0.00349	0.00269	0	0	0	0	0	0	0	0	0.0009	0	0	0	0.00505	0.00264	0	0.00211	4.00E-05	0	0	0	0	0	0.00106	0	9.00E-05	0	0	0	0	0	0	0.00458	0.00545	0.00016	0	0	0	0	0	0.00128	0	5.00E-05	0	0	0.00055	0	0.00181	0.00189	6.00E-05	0.00272	0.00122	0.00119	0	0.00117	0.00193	0	0	0	0.00045	0	0	0.00449	0.00323	0	0	0.00261	0.00023	0	0	0.00122	0.0006	0.00187	0	0	0	0.00026	0.00325	0	0	0.00027	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9533	0	0	0	0	0	0	0	0.00021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0073	0.00211	0	0	0.00272	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00113	0	0	0	0	0	0	0.00119	0.00367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037	0	0	0	0	0.00443	0	0	0	0	0.00783	0	0	0.02314	0	0	0	0	0	0	0	0.00202	0	0	0	0	0	0	0	0	0	0	0	0.00014	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0	0.01271	0.0314	0	0
k__Bacteria|p__Firmicutes|c__CFGB76779|o__OFGB76779|f__FGB76779|g__GGB45497	0.01922	0	0	0	0	0	0	0	0	0.01565	0.00136	0.00418	0.01602	0.01323	0	0	0.04685	0.00885	0.00481	0	0	0	0	0	0.0007	0.02068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00498	0.00092	0.06361	0.0624	0	0	0	0	0	0	0	0	0.0001	0.00682	0	0	0.01086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00706	0	0	0.00557	0.00724	0.011	0.001	0.00278	0	0	0	0.00044	0	0.00818	0.00076	0	0	0	0	0	0	0	0	0.03758	0.02809	0	0	0	0	0	0.01023	0	0	0	0	0	0	0	0	0	0	0	0	0.00079	0	0	0	0	0	0	0	0.00451	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45599	0	0	0	0	0	0	0	0	8.00E-05	0	0	0	0	0	0	0	0.00337	0.00467	0	0	0	0	0.00058	0	0	0	0	0	0	0	0.00034	0	0	0	0	0	0	0	0	0	0	0.00947	0.00091	0	0	0	0	0	0	0.01107	0.01605	0	0	0	0	0	0.00051	0	0	0	0	0	0	0	0	3.00E-05	0.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01202	0.03188	0	0	0	0	0	0	0	0	0	0	0	0	0.00309	0.00246	0	0	0	0	0.00109	0.00131	0	0	0	0	0	0	0	0	0.04517	0.00496
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09554	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0	0	0	0	0	0	0	0	0	0.00678	0.0009	0	0	0	0	0.0023	0	0.2933	0.14234	0	0	0	0	0	0.01091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00217	0	0	0	0.00248	0	0.02126	0	0.00145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00572	0	0	0	0	0	0.00507	0	0	0	0	0	0	0	0	0	0	0	0.00419	0.00021	0.01256	0.0047	0	0	0	0	0.00289	0	0	0	0	0	0.00015	0	0.00092	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metalachnospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00741	0.01253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04403	0.03494	0	0	0	0	0.00374	0.00078	0.11433	0.12638	0	0	0	0	0	0	0	0	0	0	0	0	0.05868	0.01783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01072	0	0	0	0	0	0.05344	0.08319	0.10926	0.18101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00915	0.00572	0.00695	0.00915	0	0	0	0
