clade_name	ML1375	AT2302	JE2361	MV1301	JS1364	JA1369	JL1316	JH2373	EH1307	AM2314	AK2371	HP2337	AN2355	KK1350	ML2319	JV1357	HT2321	MS1370	JP1303	ET1331	KK2350	KL1367	JA2369	JH1373	MK2305	AK1304	AK1371	JV2357	LT2311	EH2307	AK2351	AP1348	LK1306	JS2364	AK1351	AT1302	JP2303	TS2358	JK1312	JE1361	AE2332	NK1335	PK2324	KK1376	MO2363	PK2313	MM1317	TS1358	MV2301	SH2365	VK1336	SK2377	TL2338	JL2316	AN1355	MS1330	AH1343	KL2367	PK1313	PP2368	SK1377	TJ2356	RK2372	HT1321	MK1353	HK2340	AE1332	AM2310	AP2348	EK1349	AS2315	EP1341	EP2341	HN1327	IM2354	KK2376	LK2306	AM1310	SS1323	HP1337	IM1354	KH1326	KM2329	ET2331	KH2326	LT1311	ML1319	HL1333	RS1345	KM1329	AS1315	AH2343	HK1340	AM1314	EK2349	HL2333	JM2360	JM1360	JK2312	MM2328	RS2366	TL1338	TK1342	PH1308	VK2336	TK2342	MM1328	SV1318	PK1324	MK1305	PH2359	SN2320	TJ1356	MR1334	MR2322	SO2346	SO1346	PH2339	MR1322	PH2308	RS2345	PP1368	SV2318	MO1363	SS2323	PH1339	MM2317	SN1320	RA2309	RA1309	MS2370	NK2335	MS2330	RK1372	ML2375	PH1359	SH1365	HN2327	MK2353	RS1366	PT1325	PT2325	MR2334
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718|g__GGB3569|s__GGB3569_SGB4776|t__SGB4776	0	0	0	0	0	0	0	0.07249	0	0	0.00026	0	0	0	0	0	0	0.2792	0	0	0	0	0	0.00314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035	0	0	0	0.00415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00076	0.09118	0	0	0.0283	0	0	0	0	0	0	0	0	0	0	0	0.02706	0	0	0	0	0	0	0	0.02566	0	0	0	0	0.02023	0	0	0	0	0	0	0	0.00135	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_SGB4602|t__SGB4602	0	0	0	0	0	0	0	0.06943	0	0	0	0	0	0	0	0	0	0.00117	0	0	0	0	0	0.0023	0	0	0	0	0.00629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01554	0	0	0.00312	0.03497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00993	0.05393	0	0	0	0	0	0	0	0	0.00479	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_Marseille_Q4139|t__SGB4718	0	0	0	0	0	0	0	0.06084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.0034	0	0	0	0	0	0	0	0	0.00263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0154	0	0	0	0	0	0.00042	0	0	0	0.00038	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034	0	0	0	0	0	0	0.00045	0.00477	0	0	0	0	0	0	0	0	0	0	0.01006	0	0.00504	0.03599	0	0	0	0	0	0	0	0	0	0	0.00175	0	0	0.00183	0	0	0	0	0	0	0	0.00384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2898|o__OFGB2898|f__FGB2898|g__GGB9210|s__GGB9210_SGB14149|t__SGB14149	0	0	0	0	0	0	0	0.0528	0	0	0.02517	0	0	0	0	0	0	0.01323	0	0	0	0	0	0.10703	0	0	0.05546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00083	0.00247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00936	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9640|s__GGB9640_SGB15115|t__SGB15115	0	0	0	0	0	0	0	0.05108	0	0	0.02445	0	0	0	0.06839	0.02763	0	0	0	0.11351	0	0	0	0.2118	0	0.08636	0.09415	0.00833	0	0	0	0.06283	0	0	0	0	0	0.0386	0	0	0	0	0	0	0.01532	0	0	0.03288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27137	0.14791	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04727	0	0	0.12969	0	0	0	0	0	0	0	0.13072	0	0	0	0	0	0	0	0.11948	0	0	0.0949	0	0	0	0	0.06646	0.07046	0	0	0	0	0	0	0	0	0	0	0	0.04952	0	0	0	0.12227	0	0	0	0	0	0	0	0.09253	0	0	0	0	0.01989	0.03054	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_phocaeense|t__SGB4622	0	0	0	0	0	0	0	0.0303	0	0	0.00273	0	0	0	0	0	0	0.03093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02155	0	0.00448	0	0	0	0	0	0	0	0	0	0.00425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0.05837	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76352|o__OFGB76352|f__FGB76352|g__GGB4562|s__GGB4562_SGB6297|t__SGB6297	0	0	0	0	0	0	0	0.02244	0	0	0	0	0	0	0	0	0	0.05694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101	0	0	0	0	0	0.00281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00145	0	0	0	0	0	0	0.00149	0	0	0	0	0	0	0.07216	0	0	0	0.00206	0	0	0	0	0	0	0	0.00486	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0	0	0	0.03804
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae|t__SGB1531	0	0	0	0	0	0	0	0.01822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum|t__SGB6744	0	0	0	0	0	0	0	0.01662	0	0.52874	0	0.00108	0.00869	0.27441	0	0	0	0	0	0	0.07221	0	0	0.01195	0	0	0	0	0	0	0.00558	0	0	0	0.00419	0	0	0	0.01114	0	0	0	0.00398	0	0	0.01501	0	0	0.0058	0	0	0	0	0	0.04481	0	0.01159	0	0.0302	0	0	0	0.00715	0	0	0	0	0.00078	0	0	0	0	0	0	0	0	0	0	0.14692	0.00448	0	0	0	0	0	0.0001	0	0	0.36916	0	0	0.09666	0	0.44427	0	0	0	0	0.00397	0	0.01253	0	0	0	0	0	0	0	0.00935	0	0	0	0	0	0.00393	0.00416	0.0037	0	0	0.00853	0.1811	0	0	0	0.00317	0	0	0	0	0.01188	0	0	0	0	0	0	0	0	0	0.0124	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2960|o__OFGB2960|f__FGB2960|g__GGB9303|s__GGB9303_SGB14264|t__SGB14264	0	0	0	0	0	0	0	0.01614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12642	0.22448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01031	0	0	0	0	0	0	0	0.00979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12069	0.1836	0
k__Bacteria|p__Firmicutes|c__CFGB76347|o__OFGB76347|f__FGB76347|g__GGB42689|s__GGB42689_SGB59892|t__SGB59892	0	0	0	0	0	0	0	0.01379	0	0.00027	0	0	0	0	0	0	0	0.0111	0	0	0	0	0	0.04295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122	0	0	0	0.0001	0.00068	0	0	0.00252	0	0	0.00536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8822|o__OFGB8822|f__FGB8822|g__GGB42994|s__GGB42994_SGB4746|t__SGB4746	0	0	0	0	0	0	0	0.01365	0.01014	0	0	0	0	0.04386	0	0	0	0	0	0	0.05396	0	0	0.04191	0	0	0	0	0	0.0115	0.07169	0	0	0	0.09632	0	0	0	0	0	0.06547	0	0	0	0	0.04602	0	0	0	0	0	0	0	0	0	0	0	0	0.047	0	0	0	0	0	0	0	0.0321	0	0	0	0	0	0	0.02238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01938	0	0	0.00966	0	0	0	0	0	0	0	0	0	0	0.00287	0	0	0	0.01571	0.00921	0	0	0	0	0	0	0	0	0	0.00136	0	0	0	0	0.00088	0	0	0	0	0.0853	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_sp_An15|t__SGB6746	0	0	0	0	0	0	0	0.01251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00129	0	0	0	0	0	0	0	0	0	0	0	0	0.01803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00804	0	0	0	0	0	0.00263	0	0	0.00541	0	0	0	0	0	0	0.02235	0	0	0	0	0	0	0	0	0	0	0.00085	0	0	0.02544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Roslinia|s__Candidatus_Roslinia_caecavium|t__SGB4165	0	0	0	0	0	0	0	0.01029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3859	0.26603	0	0	0	0.03602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01744	0.01805	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3446|s__GGB3446_SGB4597|t__SGB4597	0	0	0	0	0	0	0	0.00927	0	0.0092	0	0	0	0	0	0	0	0.07446	0	0	0	0	0	0.0009	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047	0.00024	0.08137	0	0	0	0	0.24235	0	0	0	0	0	0	0	0	0	0.00094	0	0	0	0	0.02453	0	0	0.01183	0	0	0.002	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00094	0	0	0	0	0	0.05533	0	0	0	0	0	0	0.00021	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB75715|o__OFGB75715|f__FGB75715|g__GGB80003|s__GGB80003_SGB14846|t__SGB14846	0	0	0	0	0	0	0	0.00793	0	0	0	0	0	0	0	0	0	0.17327	0	0	0	0	0	0.00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16848	0	0	0.07332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11457	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB6371|t__SGB6371	0	0	0	0	0	0	0	0.00708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08083	0.02527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04581	0	0	0.00058	0	0	0.0006	0.34752	0	0	0	0.00649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB3583|s__GGB3583_SGB4799|t__SGB4799	0	0	0	0	0	0	0	0.00668	0	0	0.00222	0	0.05185	0	0	0	0	0	0	0	0	0	0	0.00757	0	0	0.00578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122	0	0	0	1.8246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00081	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0.00168	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB41777|o__OFGB41777|f__FGB41777|g__GGB3323|s__GGB3323_SGB4400|t__SGB4400	0	0	0	0	0	0	0	0.00576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01186	0	0	0	0	0	0	0	0	0	0.0011
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB1517|s__GGB1517_SGB14930|t__SGB14930	0	0	0	0	0	0	0	0.00523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__GGB74708|s__GGB74708_SGB54312|t__SGB54312	0	0	0	0	0	0	0	0.00317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00112	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107|g__GGB6001|s__GGB6001_SGB8624|t__SGB8624	0	0	0	0	0	0	0	0.00202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Intestinimonas|s__Intestinimonas_timonensis|t__SGB29334	0	0	0	0	0	0	0	0.00179	0	0	0	0	0	0	0	0	0	0	0.1007	0	0	0	0	0.00203	0	0	0	0	0	0	0	0	0	0	0	0	0.08246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00731	0	0	0	0	0	0	0	0	0	0.00247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB4722|s__GGB4722_SGB6538|t__SGB6538	0	0	0	0	0	0	0	0.00127	0	0	0	0	0	0	0	0	0	0.00166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9668|s__GGB9668_SGB15165|t__SGB15165	0	0	0	0	0	0	0	0.00117	0	0	0	0	0	0	0	0	0	0.00475	0	0	0	0	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11362	0	0	0	0	0	0	0	0	0	0.02943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00E-05	0	0	0.00035	0	0	0	0	0	0	0	0.10381	0	0	0	0	0	0.00151	0	0	0	0.27954	0	0.02823	0	0	0	0	0.05343	0	0	0	0	0	0	0	0	0	0	0	0.07282
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9532|s__GGB9532_SGB14933|t__SGB14933	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0.00736	0	0	0	0	0	0	0.00427	0	0	0.00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00615	0.00064	0	0	0	0	0	0	0.00101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00391	0	0	0	0	0.00227	0	0	0	5.00E-05	0	0	0.01233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4716|s__GGB4716_SGB14929|t__SGB14929	0	0	0	0	0	0	0	0.00062	0.02718	0	0	0	0.10145	0	0.00516	0	0	0.01349	0.00016	0.00127	0	0	0	0.00051	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0.00074	0.03269	0	0	0	0	0	0.00705	0	0	0.01187	0	0	0.00075	0	0.04533	0	0.05197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03443	0	0	0	0	0.04091	0	0	0	0	0	0	0	0.00769	0	0	0	0	0	0	0.00502	0	0	0	0	0	0	0	0.02189	0	0	0.01018	0	0	0.00726	0	0	0	0	0	0.00406	0	0	0	0	0	0	0	0	0	0	0	0	0.00247	0	0	0	0	0	0	0.01263	0	0	0	0	0.00306	0	0	0	0	0	0	0.0094
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Gallimonas|s__Candidatus_Gallimonas_caecicola|t__SGB14041	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00497	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Heteroclostridium|s__Candidatus_Heteroclostridium_caecigallinarum|t__SGB61601	0	0	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00446	0	0	0	0	0	0	0	0	0	0	0.00011	0	0	0	0	0	0	0	0	0	0	0.00074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0	0	0	0	0	0.0063	0.00312	0	0	0	0	0	0	0.01387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	0.00046	0	0	0	0	0	0	0	0	0	0	0	0	0.00682	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Muricomes|s__Muricomes_intestini|t__SGB25421	0	0	0	0	0	0	0	0.00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria	0	0	0	0	0	0	0	0	0.01067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0.00217	0	0	0	0	0	0	0	0	0	0.00514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02776	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB76256	0	0	0	0	0	0	0	0	6.79711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.61086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB629	0	0	0	0	0	0	0	0	3.04436	0	0	0	0	0	0	0.59935	0	0	0	0	0	0	0	0	0	3.36194	0	0.86953	0	3.60264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
